amount,merchant,description,category
16459.25,ICICI Bank,Movie night,Rent
7543.64,Google,Online purchase,Other
10463.7,MedPlus,Online purchase,Health
8415.73,Hotstar,Tuition fees,Entertainment
8777.98,Rapido,Streaming subscription,Transport
1707.63,Zomato,Rent payment,Food
17382.14,Cleartrip,Grocery shopping,Travel
16882.86,Byju's,Online purchase,Education
3286.19,HDFC Bank,Electricity bill,Rent
9198.75,Ajio,Movie night,Shopping
19020.01,Rapido,Monthly bill,Transport
14371.04,Netflix,Lunch,Entertainment
2128.3,Unacademy,Flight booking,Education
1777.99,PharmEasy,Weekend trip,Health
6543.44,Rapido,Rent payment,Transport
10909.66,Cleartrip,Electricity bill,Travel
13722.42,Jio,Streaming subscription,Utilities
10126.27,Spotify,Weekend trip,Entertainment
13075.63,Tata,Monthly bill,Other
7679.24,Apple,Tuition fees,Other
4678.35,SBI,Movie night,Rent
747.72,Ola,Grocery shopping,Transport
6088.51,Udemy,Movie night,Education
15841.25,MakeMyTrip,Streaming subscription,Travel
16353.16,BESCOM,Grocery shopping,Utilities
2809.98,Microsoft,Flight booking,Other
18917.89,Jio,Lunch,Utilities
3218.49,Apple,Doctor appointment,Other
8196.47,Spotify,Recharge,Entertainment
1146.33,Domino's,Doctor appointment,Food
13054.65,Ola,Monthly bill,Transport
533.73,Airtel,Weekend trip,Utilities
14960.32,Myntra,Movie night,Shopping
18427.06,Apollo,Online purchase,Health
8165.46,HDFC Bank,Streaming subscription,Rent
2108.19,HDFC Bank,Dinner,Rent
10213.27,Cleartrip,Lunch,Travel
11697.81,SBI,Streaming subscription,Rent
6076.56,Domino's,Grocery shopping,Food
8303.06,MedPlus,Doctor appointment,Health
3968.62,Swiggy,Doctor appointment,Food
17005.42,Swiggy,Cab ride,Food
14497.27,PharmEasy,Movie night,Health
8533.99,Apple,Weekend trip,Other
10167.69,Cleartrip,Online purchase,Travel
3515.68,Spotify,Recharge,Entertainment
18979.31,MakeMyTrip,Cab ride,Travel
18926.41,Jio,Grocery shopping,Utilities
4928.39,MakeMyTrip,Grocery shopping,Travel
8053.11,Paytm,Streaming subscription,Rent
8133.56,BookMyShow,Online purchase,Entertainment
11952.35,Microsoft,Weekend trip,Other
15797.06,BWSSB,Recharge,Utilities
4086.68,Spotify,Movie night,Entertainment
18288.97,Google,Rent payment,Other
4053.61,MedPlus,Movie night,Health
8795.89,Swiggy,Movie night,Food
3987.86,Unacademy,Rent payment,Education
15392.5,IRCTC,Monthly bill,Travel
502.73,SBI,Electricity bill,Rent
17444.34,Zomato,Dinner,Food
9639.95,Cleartrip,Online purchase,Travel
1085.73,Airtel,Streaming subscription,Utilities
11225.34,Rapido,Grocery shopping,Transport
10690.24,Flipkart,Cab ride,Shopping
16595.61,Microsoft,Lunch,Other
14278.25,Flipkart,Monthly bill,Shopping
11655.07,Byju's,Tuition fees,Education
15815.92,Jio,Movie night,Utilities
3523.43,ICICI Bank,Doctor appointment,Rent
16086.05,Byju's,Grocery shopping,Education
454.67,IRCTC,Grocery shopping,Travel
12193.65,Paytm,Grocery shopping,Rent
12586.65,Amazon,Movie night,Shopping
17986.57,Uber,Recharge,Transport
7724.95,Goibibo,Pharmacy order,Travel
8421.71,1mg,Streaming subscription,Health
18234.77,KFC,Electricity bill,Food
12790.97,Myntra,Lunch,Shopping
15293.73,ICICI Bank,Online purchase,Rent
14583.16,SBI,Flight booking,Rent
10117.37,BWSSB,Electricity bill,Utilities
9990.92,Spotify,Weekend trip,Entertainment
19058.31,Tata,Dinner,Other
7703.69,Google,Streaming subscription,Other
14672.82,Goibibo,Weekend trip,Travel
13536.62,Domino's,Rent payment,Food
4197.81,1mg,Flight booking,Health
14007.58,HDFC Bank,Online purchase,Rent
18216.52,MakeMyTrip,Online purchase,Travel
1594.9,RedBus,Monthly bill,Transport
13411.61,Myntra,Recharge,Shopping
8896.86,Ola,Pharmacy order,Transport
19762.57,Udemy,Grocery shopping,Education
6532.43,Cleartrip,Rent payment,Travel
14349.53,HDFC Bank,Lunch,Rent
12461.15,Google,Lunch,Other
10570.84,Paytm,Streaming subscription,Rent
3656.05,ICICI Bank,Movie night,Rent
2662.56,Swiggy,Recharge,Food
3482.44,Zomato,Weekend trip,Food
7867.33,Unacademy,Lunch,Education
19310.19,Google,Rent payment,Other
11990.09,Udemy,Movie night,Education
15166.27,KFC,Weekend trip,Food
5327.33,McDonald's,Online purchase,Food
19819.74,Amazon,Grocery shopping,Shopping
17213.13,BWSSB,Movie night,Utilities
9374.46,Goibibo,Monthly bill,Travel
17863.63,Airtel,Movie night,Utilities
13554.25,IRCTC,Cab ride,Travel
12472.51,Paytm,Flight booking,Rent
10470.14,HDFC Bank,Flight booking,Rent
10828.3,Goibibo,Streaming subscription,Travel
9676.06,MedPlus,Online purchase,Health
10871.05,BookMyShow,Recharge,Entertainment
14047.75,Paytm,Grocery shopping,Rent
13418.75,Flipkart,Movie night,Shopping
14468.43,Byju's,Recharge,Education
12189.89,Flipkart,Movie night,Shopping
6579.25,Myntra,Pharmacy order,Shopping
7676.75,IRCTC,Dinner,Travel
14650.17,BESCOM,Monthly bill,Utilities
11008.34,IRCTC,Monthly bill,Travel
17636.16,SBI,Grocery shopping,Rent
19825.79,MakeMyTrip,Dinner,Travel
5741.5,MedPlus,Rent payment,Health
4131.15,McDonald's,Tuition fees,Food
7687.58,HDFC Bank,Movie night,Rent
6918.07,BookMyShow,Grocery shopping,Entertainment
6651.8,Ola,Pharmacy order,Transport
13615.14,MedPlus,Electricity bill,Health
11318.05,Airtel,Recharge,Utilities
7021.02,McDonald's,Rent payment,Food
921.71,McDonald's,Lunch,Food
14464.8,Ajio,Online purchase,Shopping
2127.06,Byju's,Streaming subscription,Education
9827.19,MedPlus,Cab ride,Health
6881.19,Ajio,Monthly bill,Shopping
8340.92,1mg,Lunch,Health
15850.28,IRCTC,Cab ride,Travel
3963.73,Jio,Tuition fees,Utilities
19262.51,Byju's,Pharmacy order,Education
19865.26,Unacademy,Dinner,Education
14056.17,IRCTC,Dinner,Travel
7860.4,ICICI Bank,Dinner,Rent
15630.05,MedPlus,Doctor appointment,Health
13010.31,Microsoft,Flight booking,Other
5808.98,Unacademy,Online purchase,Education
10509.62,BWSSB,Online purchase,Utilities
6682.69,Unacademy,Grocery shopping,Education
12967.77,McDonald's,Weekend trip,Food
1974.66,HDFC Bank,Doctor appointment,Rent
13439.28,Coursera,Lunch,Education
17720.66,IRCTC,Grocery shopping,Travel
13349.65,Jio,Online purchase,Utilities
6250.38,RedBus,Weekend trip,Transport
11716.82,Apollo,Tuition fees,Health
6217.63,Tata,Grocery shopping,Other
18537.38,HDFC Bank,Grocery shopping,Rent
9474.67,MedPlus,Tuition fees,Health
15303.26,MedPlus,Pharmacy order,Health
17770.26,Amazon,Grocery shopping,Shopping
17935.62,Spotify,Doctor appointment,Entertainment
2336.97,Byju's,Streaming subscription,Education
13493.55,BESCOM,Flight booking,Utilities
6832.68,Unacademy,Cab ride,Education
19323.41,Myntra,Tuition fees,Shopping
8925.23,Flipkart,Doctor appointment,Shopping
7614.66,Paytm,Monthly bill,Rent
15761.96,Unacademy,Movie night,Education
3426.75,Udemy,Cab ride,Education
13109.92,Swiggy,Cab ride,Food
16203.32,1mg,Lunch,Health
17235.04,RedBus,Grocery shopping,Transport
5969.57,Airtel,Pharmacy order,Utilities
12345.35,KFC,Recharge,Food
7679.86,KFC,Streaming subscription,Food
10332.2,Cleartrip,Electricity bill,Travel
19344.97,BookMyShow,Streaming subscription,Entertainment
13794.71,Ola,Grocery shopping,Transport
18781.14,Netflix,Electricity bill,Entertainment
12993.57,RedBus,Rent payment,Transport
3534.31,Google,Electricity bill,Other
12026.13,Udemy,Doctor appointment,Education
11654.72,Goibibo,Tuition fees,Travel
9028.76,BookMyShow,Grocery shopping,Entertainment
6016.15,Udemy,Electricity bill,Education
9649.01,Flipkart,Doctor appointment,Shopping
12708.74,RedBus,Flight booking,Transport
3986.95,BookMyShow,Streaming subscription,Entertainment
18748.62,BESCOM,Grocery shopping,Utilities
4765.39,Goibibo,Tuition fees,Travel
8279.52,MedPlus,Monthly bill,Health
10951.31,IRCTC,Online purchase,Travel
3967.93,BookMyShow,Online purchase,Entertainment
1810.09,BWSSB,Lunch,Utilities
16308.43,Flipkart,Recharge,Shopping
9972.57,Jio,Movie night,Utilities
9226.09,SBI,Lunch,Rent
10562.52,Rapido,Recharge,Transport
15992.49,Rapido,Electricity bill,Transport
3600.33,Flipkart,Dinner,Shopping
6435.8,Ola,Tuition fees,Transport
11542.73,Coursera,Movie night,Education
7184.34,Zomato,Lunch,Food
8320.47,Jio,Grocery shopping,Utilities
15826.23,MakeMyTrip,Pharmacy order,Travel
748.96,BookMyShow,Movie night,Entertainment
12166.4,IRCTC,Grocery shopping,Travel
9087.73,Jio,Streaming subscription,Utilities
17076.26,Swiggy,Movie night,Food
2650.96,SBI,Pharmacy order,Rent
11702.94,Unacademy,Flight booking,Education
1299.1,Cleartrip,Weekend trip,Travel
9762.6,Cleartrip,Cab ride,Travel
11669.77,Unacademy,Monthly bill,Education
1481.43,Microsoft,Monthly bill,Other
4403.16,Spotify,Grocery shopping,Entertainment
18557.27,Google,Dinner,Other
16465.64,Tata,Lunch,Other
17628.63,Google,Monthly bill,Other
6661.95,Unacademy,Dinner,Education
6857.06,SBI,Online purchase,Rent
2367.4,Apple,Online purchase,Other
8464.34,RedBus,Recharge,Transport
4498.06,Hotstar,Streaming subscription,Entertainment
11947.85,Unacademy,Movie night,Education
18131.05,Spotify,Cab ride,Entertainment
16476.48,RedBus,Cab ride,Transport
4634.39,McDonald's,Rent payment,Food
8683.09,Goibibo,Online purchase,Travel
15843.95,MedPlus,Lunch,Health
14167.75,ICICI Bank,Weekend trip,Rent
11531.89,Coursera,Tuition fees,Education
12312.91,BESCOM,Pharmacy order,Utilities
4648.18,Domino's,Grocery shopping,Food
7717.12,Swiggy,Pharmacy order,Food
16030.25,Apple,Dinner,Other
16100.93,Myntra,Online purchase,Shopping
3273.98,Amazon,Streaming subscription,Shopping
5923.65,Rapido,Pharmacy order,Transport
7558.9,BWSSB,Cab ride,Utilities
12906.83,Coursera,Movie night,Education
8512.48,BESCOM,Lunch,Utilities
12561.91,Ajio,Flight booking,Shopping
5819.93,Unacademy,Dinner,Education
12823.74,Domino's,Doctor appointment,Food
7094.2,Jio,Weekend trip,Utilities
3824.18,Cleartrip,Lunch,Travel
15050.4,BookMyShow,Electricity bill,Entertainment
1063.68,Flipkart,Rent payment,Shopping
2364.0,BookMyShow,Pharmacy order,Entertainment
13062.81,Amazon,Lunch,Shopping
3317.43,HDFC Bank,Electricity bill,Rent
14387.36,Airtel,Grocery shopping,Utilities
14822.24,KFC,Pharmacy order,Food
19475.55,RedBus,Dinner,Transport
2552.13,Google,Electricity bill,Other
15166.37,Netflix,Movie night,Entertainment
17548.7,Apple,Rent payment,Other
16474.25,Airtel,Tuition fees,Utilities
6069.78,Netflix,Grocery shopping,Entertainment
17044.01,Ajio,Grocery shopping,Shopping
9753.63,Hotstar,Streaming subscription,Entertainment
2110.66,BESCOM,Grocery shopping,Utilities
14443.31,Flipkart,Movie night,Shopping
18648.29,PharmEasy,Recharge,Health
12585.65,Airtel,Recharge,Utilities
3648.6,MakeMyTrip,Dinner,Travel
3294.64,Coursera,Lunch,Education
15340.16,Microsoft,Electricity bill,Other
753.29,BookMyShow,Online purchase,Entertainment
10138.79,Byju's,Recharge,Education
5801.61,McDonald's,Monthly bill,Food
1903.14,McDonald's,Tuition fees,Food
8329.34,Paytm,Flight booking,Rent
13516.79,Flipkart,Lunch,Shopping
4811.0,Netflix,Cab ride,Entertainment
5166.8,Google,Recharge,Other
15662.93,Jio,Streaming subscription,Utilities
2027.84,BWSSB,Rent payment,Utilities
3704.74,Apple,Movie night,Other
5392.1,Ajio,Weekend trip,Shopping
7291.68,Ajio,Recharge,Shopping
5707.35,RedBus,Flight booking,Transport
11216.01,Paytm,Online purchase,Rent
5864.37,Swiggy,Recharge,Food
6614.71,BWSSB,Streaming subscription,Utilities
12945.3,IRCTC,Recharge,Travel
5678.03,Zomato,Tuition fees,Food
4927.91,Zomato,Cab ride,Food
9721.08,RedBus,Grocery shopping,Transport
11573.29,Google,Movie night,Other
7405.19,HDFC Bank,Lunch,Rent
18629.77,BWSSB,Rent payment,Utilities
9632.33,Uber,Rent payment,Transport
1044.74,BWSSB,Lunch,Utilities
9969.86,Hotstar,Movie night,Entertainment
18860.93,MakeMyTrip,Monthly bill,Travel
18272.45,Apollo,Streaming subscription,Health
2489.21,BookMyShow,Rent payment,Entertainment
2184.9,Microsoft,Streaming subscription,Other
17678.58,BookMyShow,Recharge,Entertainment
19897.66,Jio,Electricity bill,Utilities
5545.22,Zomato,Pharmacy order,Food
4454.05,Flipkart,Lunch,Shopping
15403.66,Airtel,Grocery shopping,Utilities
14387.71,Udemy,Lunch,Education
16025.72,Netflix,Movie night,Entertainment
3427.97,ICICI Bank,Grocery shopping,Rent
10061.75,HDFC Bank,Doctor appointment,Rent
11661.75,Udemy,Electricity bill,Education
17549.82,Ola,Rent payment,Transport
17310.7,Airtel,Monthly bill,Utilities
3094.14,SBI,Flight booking,Rent
16403.99,Jio,Electricity bill,Utilities
11085.71,KFC,Tuition fees,Food
6118.74,Zomato,Streaming subscription,Food
622.69,Unacademy,Tuition fees,Education
19208.27,MedPlus,Weekend trip,Health
12571.63,Ajio,Rent payment,Shopping
15800.25,Paytm,Lunch,Rent
1782.42,Google,Monthly bill,Other
864.07,1mg,Electricity bill,Health
3503.75,Cleartrip,Recharge,Travel
14728.07,MakeMyTrip,Lunch,Travel
16467.53,Amazon,Flight booking,Shopping
13732.49,Rapido,Electricity bill,Transport
2531.03,SBI,Streaming subscription,Rent
16056.7,BWSSB,Flight booking,Utilities
7440.54,MakeMyTrip,Online purchase,Travel
7611.99,IRCTC,Dinner,Travel
3508.29,Myntra,Lunch,Shopping
19594.37,MakeMyTrip,Tuition fees,Travel
15040.51,Paytm,Doctor appointment,Rent
13095.44,Myntra,Monthly bill,Shopping
14093.3,KFC,Tuition fees,Food
8621.91,Amazon,Monthly bill,Shopping
9252.85,IRCTC,Recharge,Travel
10911.68,Udemy,Weekend trip,Education
13422.28,Zomato,Rent payment,Food
9713.22,KFC,Electricity bill,Food
1044.27,Uber,Flight booking,Transport
7574.8,RedBus,Pharmacy order,Transport
6337.71,Udemy,Doctor appointment,Education
16814.01,Hotstar,Movie night,Entertainment
8740.81,KFC,Pharmacy order,Food
19031.24,Microsoft,Lunch,Other
1110.77,Goibibo,Grocery shopping,Travel
18174.35,Byju's,Lunch,Education
699.24,Tata,Weekend trip,Other
13665.66,IRCTC,Rent payment,Travel
12427.2,Airtel,Streaming subscription,Utilities
11611.15,1mg,Doctor appointment,Health
2311.13,MedPlus,Lunch,Health
5928.29,KFC,Monthly bill,Food
9625.5,Apollo,Online purchase,Health
19558.16,MedPlus,Cab ride,Health
12201.25,Ajio,Flight booking,Shopping
17784.44,Uber,Lunch,Transport
957.76,Amazon,Streaming subscription,Shopping
15012.33,Udemy,Weekend trip,Education
17330.97,Domino's,Doctor appointment,Food
7406.39,BWSSB,Dinner,Utilities
7442.83,Zomato,Movie night,Food
18009.71,IRCTC,Tuition fees,Travel
12704.81,MakeMyTrip,Pharmacy order,Travel
505.47,Domino's,Electricity bill,Food
8717.66,IRCTC,Grocery shopping,Travel
5751.04,ICICI Bank,Pharmacy order,Rent
16560.09,Ajio,Electricity bill,Shopping
14758.81,Apple,Rent payment,Other
6022.63,ICICI Bank,Monthly bill,Rent
3100.67,McDonald's,Rent payment,Food
7737.17,BWSSB,Streaming subscription,Utilities
13972.99,ICICI Bank,Rent payment,Rent
5342.6,Airtel,Recharge,Utilities
18333.78,Swiggy,Doctor appointment,Food
2104.2,Apple,Rent payment,Other
10711.72,Amazon,Recharge,Shopping
9350.98,Cleartrip,Monthly bill,Travel
11294.06,Microsoft,Dinner,Other
6752.39,IRCTC,Flight booking,Travel
15862.11,KFC,Grocery shopping,Food
13312.98,KFC,Recharge,Food
13446.64,KFC,Weekend trip,Food
16207.02,Myntra,Dinner,Shopping
11346.32,SBI,Lunch,Rent
2873.94,Swiggy,Doctor appointment,Food
9714.5,ICICI Bank,Electricity bill,Rent
2363.2,HDFC Bank,Grocery shopping,Rent
14680.88,Byju's,Recharge,Education
15159.63,Tata,Electricity bill,Other
295.27,Byju's,Dinner,Education
968.32,Myntra,Monthly bill,Shopping
8739.24,BESCOM,Flight booking,Utilities
13701.94,BESCOM,Recharge,Utilities
741.54,IRCTC,Grocery shopping,Travel
5582.1,KFC,Dinner,Food
12502.15,MedPlus,Monthly bill,Health
10294.26,Tata,Grocery shopping,Other
4802.07,Zomato,Recharge,Food
5651.99,Coursera,Cab ride,Education
255.85,McDonald's,Streaming subscription,Food
13053.4,HDFC Bank,Monthly bill,Rent
13261.97,1mg,Online purchase,Health
4366.66,RedBus,Rent payment,Transport
4938.87,Netflix,Dinner,Entertainment
18575.4,Apollo,Weekend trip,Health
7435.95,Tata,Weekend trip,Other
3839.6,Byju's,Online purchase,Education
18193.83,Udemy,Cab ride,Education
6731.39,Microsoft,Online purchase,Other
19415.09,Uber,Streaming subscription,Transport
9490.46,Microsoft,Movie night,Other
17271.53,Byju's,Streaming subscription,Education
12107.77,Cleartrip,Weekend trip,Travel
19966.0,Jio,Weekend trip,Utilities
14714.39,Byju's,Monthly bill,Education
3377.37,Jio,Doctor appointment,Utilities
11471.09,Apple,Dinner,Other
429.16,Zomato,Movie night,Food
10833.7,1mg,Flight booking,Health
12607.19,Rapido,Electricity bill,Transport
5771.17,Jio,Electricity bill,Utilities
17481.24,Rapido,Doctor appointment,Transport
2757.89,Ola,Streaming subscription,Transport
8698.03,Zomato,Weekend trip,Food
6961.26,Google,Lunch,Other
15185.14,Unacademy,Cab ride,Education
8776.6,KFC,Electricity bill,Food
12582.52,BookMyShow,Online purchase,Entertainment
11497.31,Rapido,Monthly bill,Transport
7187.49,BWSSB,Cab ride,Utilities
3977.29,Paytm,Recharge,Rent
2860.09,Flipkart,Flight booking,Shopping
6694.48,Ajio,Weekend trip,Shopping
19348.13,PharmEasy,Rent payment,Health
6844.33,Apple,Weekend trip,Other
1527.33,Ola,Online purchase,Transport
4187.63,MakeMyTrip,Online purchase,Travel
17986.24,Zomato,Online purchase,Food
15054.31,BookMyShow,Weekend trip,Entertainment
16824.28,Spotify,Weekend trip,Entertainment
17695.26,KFC,Cab ride,Food
4887.35,BESCOM,Electricity bill,Utilities
10556.77,Apollo,Electricity bill,Health
10479.85,Airtel,Lunch,Utilities
16510.6,Hotstar,Monthly bill,Entertainment
16631.88,Coursera,Cab ride,Education
4437.66,ICICI Bank,Grocery shopping,Rent
14292.65,Udemy,Doctor appointment,Education
11265.89,SBI,Pharmacy order,Rent
11660.54,Coursera,Movie night,Education
14884.85,Jio,Rent payment,Utilities
2719.77,PharmEasy,Doctor appointment,Health
11679.21,Apollo,Weekend trip,Health
14917.29,Hotstar,Electricity bill,Entertainment
441.2,Unacademy,Cab ride,Education
2885.97,ICICI Bank,Cab ride,Rent
3391.91,Uber,Lunch,Transport
9149.42,Uber,Dinner,Transport
15041.62,Apollo,Cab ride,Health
16837.46,Flipkart,Streaming subscription,Shopping
15962.36,ICICI Bank,Online purchase,Rent
5529.23,Google,Dinner,Other
10942.15,Hotstar,Cab ride,Entertainment
3454.1,MedPlus,Rent payment,Health
8459.67,KFC,Cab ride,Food
4581.99,Ola,Pharmacy order,Transport
15650.93,BookMyShow,Doctor appointment,Entertainment
17532.99,Domino's,Lunch,Food
3038.71,Cleartrip,Cab ride,Travel
7827.44,Amazon,Doctor appointment,Shopping
6381.47,Tata,Rent payment,Other
10876.08,Paytm,Rent payment,Rent
2081.74,PharmEasy,Electricity bill,Health
14783.81,Udemy,Movie night,Education
6379.95,Udemy,Recharge,Education
91.61,Udemy,Lunch,Education
18809.91,Domino's,Streaming subscription,Food
10514.04,Uber,Tuition fees,Transport
3274.76,Airtel,Cab ride,Utilities
14472.07,Microsoft,Lunch,Other
18676.6,Paytm,Lunch,Rent
18921.51,Zomato,Electricity bill,Food
19042.49,McDonald's,Tuition fees,Food
16163.57,PharmEasy,Cab ride,Health
8464.47,Microsoft,Movie night,Other
9234.3,McDonald's,Movie night,Food
4203.0,BESCOM,Weekend trip,Utilities
10454.77,Amazon,Tuition fees,Shopping
3354.7,1mg,Lunch,Health
16516.11,HDFC Bank,Streaming subscription,Rent
18391.36,Netflix,Dinner,Entertainment
13188.08,Hotstar,Weekend trip,Entertainment
18444.73,Swiggy,Weekend trip,Food
1759.14,Uber,Weekend trip,Transport
10918.49,Unacademy,Pharmacy order,Education
5230.79,BookMyShow,Electricity bill,Entertainment
10149.87,Hotstar,Dinner,Entertainment
12124.64,Ola,Doctor appointment,Transport
3102.63,Jio,Monthly bill,Utilities
544.91,Tata,Lunch,Other
9895.4,Flipkart,Monthly bill,Shopping
575.49,HDFC Bank,Lunch,Rent
15765.84,MedPlus,Electricity bill,Health
18368.43,Unacademy,Doctor appointment,Education
4737.79,Goibibo,Flight booking,Travel
15863.62,Rapido,Rent payment,Transport
2252.84,Udemy,Online purchase,Education
19392.34,Myntra,Monthly bill,Shopping
19215.52,BookMyShow,Tuition fees,Entertainment
13381.36,MakeMyTrip,Recharge,Travel
19639.75,1mg,Doctor appointment,Health
14387.33,BookMyShow,Dinner,Entertainment
1921.67,BWSSB,Recharge,Utilities
280.95,McDonald's,Movie night,Food
11377.05,Netflix,Pharmacy order,Entertainment
6307.26,Flipkart,Dinner,Shopping
12364.82,Ajio,Cab ride,Shopping
10182.66,Airtel,Grocery shopping,Utilities
15469.17,BWSSB,Recharge,Utilities
12627.93,IRCTC,Online purchase,Travel
10866.29,BWSSB,Cab ride,Utilities
18173.97,Flipkart,Doctor appointment,Shopping
