amount,merchant,description,category
207.44,Hotstar,games at Hotstar,Entertainment
4620.34,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
1397.77,More Supermarket,bread at More Supermarket,Groceries
389.41,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1670.74,BYJU'S,SUBSCRIPTION AT BYJU'S,Education
1444.01,PhonePe,transfer at PhonePe,Others
665.13,HP Petrol Pump,FUEL REFILL AT HP PETROL PUMP,Fuel
180.81,Myntra,electronics at Myntra,Shopping
1670.16,PractO,medicine at PractO,Healthcare
1101.92,Myntra,electronics at Myntra,Shopping
2219.71,Domino's,food delivery at Domino's,Dining
1101.46,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
2867.66,Indian Oil,petrol at Indian Oil,Fuel
1204.13,BookMyShow,games at BookMyShow,Entertainment
1234.67,IRCTC,bus ticket at IRCTC,Travel
3139.14,DMart,milk at DMart,Groceries
774.97,PhonePe,transfer at PhonePe,Others
215.83,PractO,doctor visit at PractO,Healthcare
43.81,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
2110.59,PhonePe,transfer at PhonePe,Others
1452.6,Coursera,course fee at Coursera,Education
1826.5,BYJU'S,course fee at BYJU'S,Education
359.22,Ola,cab fare at Ola,Travel
219.92,Uber,train ticket at Uber,Travel
21.98,Domino's,FOOD DELIVERY AT DOMINO'S,Dining
647.53,Zomato,food delivery at Zomato,Dining
1337.1,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
746.97,Google Pay,recharge at Google Pay,Others
862.98,Spotify,subscription at Spotify,Entertainment
3517.59,Swiggy,food delivery at Swiggy,Dining
642.15,BYJU'S,COURSE FEE AT BYJU'S,Education
1082.29,Google Pay,transfer at Google Pay,Others
2296.31,Ola,cab fare at Ola,Travel
757.62,PractO,medicine at PractO,Healthcare
1459.64,PhonePe,recharge at PhonePe,Others
2974.71,DMart,milk at DMart,Groceries
4479.29,BYJU'S,study material at BYJU'S,Education
238.62,Vedantu,subscription at Vedantu,Education
3917.49,Paytm,payment at Paytm,Others
1016.25,BookMyShow,subscription at BookMyShow,Entertainment
448.1,1mg,health checkup at 1mg,Healthcare
921.88,Flipkart,footwear at Flipkart,Shopping
5870.48,BookMyShow,subscription at BookMyShow,Entertainment
1017.74,Swiggy,food delivery at Swiggy,Dining
597.92,Airtel,gas bill at Airtel,Utilities
1505.23,Tata Power,gas bill at Tata Power,Utilities
411.94,Paytm,recharge at Paytm,Others
118.34,Google Pay,payment at Google Pay,Others
206.96,More Supermarket,monthly ration at More Supermarket,Groceries
205.53,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
247.14,IRCTC,cab fare at IRCTC,Travel
224.19,Ajio,home decor at Ajio,Shopping
1536.13,Hotstar,games at Hotstar,Entertainment
301.12,BESCOM,internet at BESCOM,Utilities
636.21,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
3406.46,Vedantu,subscription at Vedantu,Education
963.57,Indian Oil,petrol at Indian Oil,Fuel
1651.93,Myntra,home decor at Myntra,Shopping
283.69,Netflix,concert at Netflix,Entertainment
320.33,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
62.59,Spotify,games at Spotify,Entertainment
277.57,Myntra,footwear at Myntra,Shopping
489.82,Coursera,subscription at Coursera,Education
292.22,Flipkart,electronics at Flipkart,Shopping
139.33,BYJU'S,course fee at BYJU'S,Education
192.83,Indian Oil,fuel refill at Indian Oil,Fuel
926.44,Indian Oil,FUEL REFILL AT INDIAN OIL,Fuel
346.64,PractO,health checkup at PractO,Healthcare
679.47,PhonePe,payment at PhonePe,Others
1050.01,Vedantu,subscription at Vedantu,Education
1758.69,Uber,BUS TICKET AT UBER,Travel
60.16,Hotstar,games at Hotstar,Entertainment
2409.74,flipkart,footwear at Flipkart,Shopping
1482.89,Ola,flight at Ola,Travel
127.94,Tata Power,electricity bill at Tata Power,Utilities
3102.2,Myntra,home decor at Myntra,Shopping
3805.04,PractO,health checkup at PractO,Healthcare
94.53,BYJU'S,course fee at BYJU'S,Education
486.27,BESCOM,gas bill at BESCOM,Utilities
2461.4,Netmeds,consultation at Netmeds,Healthcare
2069.04,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
305.97,IRCTC,train ticket at IRCTC,Travel
352.35,DMart,monthly ration at DMart,Groceries
694.18,Myntra,electronics at Myntra,Shopping
993.99,Netmeds,doctor visit at Netmeds,Healthcare
1444.5,Uber,train ticket at Uber,Travel
690.47,More Supermarket,bread at More Supermarket,Groceries
931.34,BookMyShow,movie at BookMyShow,Entertainment
2064.34,1mg,health checkup at 1mg,Healthcare
56.06,bescom,mobile recharge at BESCOM,Utilities
436.4,Vedantu,study material at Vedantu,Education
1874.24,Netmeds,doctor visit at Netmeds,Healthcare
3383.65,Spotify,movie at Spotify,Entertainment
1075.17,Paytm,payment at Paytm,Others
1139.29,1mg,health checkup at 1mg,Healthcare
170.04,Zomato,lunch at Zomato,Dining
889.71,PhonePe,payment at PhonePe,Others
1140.91,Netflix,movie at Netflix,Entertainment
416.54,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
470.51,Google Pay,recharge at Google Pay,Others
710.5,BYJU'S,course fee at BYJU'S,Education
30.41,PhonePe,transfer at PhonePe,Others
583.09,Spotify,games at Spotify,Entertainment
356.34,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
595.12,Spotify,games at Spotify,Entertainment
191.34,vedantu,subscription at Vedantu,Education
3318.12,Flipkart,electronics at Flipkart,Shopping
1350.6,Reliance Fresh,bread at Reliance Fresh,Groceries
1704.95,Paytm,transfer at Paytm,Others
2335.06,Domino's,food delivery at Domino's,Dining
1035.05,Domino's,dinner at Domino's,Dining
136.4,Spotify,games at Spotify,Entertainment
1155.39,IRCTC,cab fare at IRCTC,Travel
1325.88,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
2052.32,Swiggy,food delivery at Swiggy,Dining
847.55,More Supermarket,vegetables at More Supermarket,Groceries
204.73,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
500.64,Unacademy,course fee at Unacademy,Education
676.67,Zomato,food delivery at Zomato,Dining
1557.34,Reliance Fresh,bread at Reliance Fresh,Groceries
1268.67,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
660.31,Zomato,lunch at Zomato,Dining
6459.29,Domino's,food delivery at Domino's,Dining
1396.25,Vedantu,study material at Vedantu,Education
406.19,More Supermarket,milk at More Supermarket,Groceries
161.01,Flipkart,footwear at Flipkart,Shopping
248.83,BookMyShow,movie at BookMyShow,Entertainment
423.46,Domino's,food delivery at Domino's,Dining
262.75,BYJU'S,course fee at BYJU'S,Education
309.74,Reliance Fresh,vegetables at Reliance Fresh,Groceries
503.41,Flipkart,home decor at Flipkart,Shopping
285.6,Spotify,concert at Spotify,Entertainment
3406.13,Airtel,gas bill at Airtel,Utilities
125.45,1mg,doctor visit at 1mg,Healthcare
1115.12,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
792.46,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
6057.96,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
178.24,netmeds,doctor visit at Netmeds,Healthcare
760.89,Google Pay,recharge at Google Pay,Others
5233.59,BookMyShow,games at BookMyShow,Entertainment
3009.37,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
2547.99,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
447.41,PractO,health checkup at PractO,Healthcare
281.1,Uber,flight at Uber,Travel
1656.84,Big Bazaar,monthly ration at Big Bazaar,Groceries
3975.58,More Supermarket,milk at More Supermarket,Groceries
1220.48,Ajio,electronics at Ajio,Shopping
1271.59,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
492.71,Unacademy,subscription at Unacademy,Education
2201.21,Airtel,electricity bill at Airtel,Utilities
310.62,Zomato,dinner at Zomato,Dining
586.63,Unacademy,SUBSCRIPTION AT UNACADEMY,Education
831.22,Indian Oil,petrol at Indian Oil,Fuel
1062.73,netmeds,doctor visit at Netmeds,Healthcare
416.42,More Supermarket,monthly ration at More Supermarket,Groceries
182.97,Airtel,mobile recharge at Airtel,Utilities
1414.8,Vedantu,study material at Vedantu,Education
510.85,Reliance Fresh,milk at Reliance Fresh,Groceries
1305.68,Zomato,dinner at Zomato,Dining
251.5,PhonePe,recharge at PhonePe,Others
984.18,Myntra,home decor at Myntra,Shopping
1140.82,1mg,medicine at 1mg,Healthcare
79.82,BESCOM,electricity bill at BESCOM,Utilities
615.58,PhonePe,payment at PhonePe,Others
216.52,Google Pay,transfer at Google Pay,Others
98.21,hp petrol pump,petrol at HP Petrol Pump,Fuel
6901.8,Swiggy,food delivery at Swiggy,Dining
583.7,DMart,vegetables at DMart,Groceries
2490.11,Big Bazaar,vegetables at Big Bazaar,Groceries
440.83,Tata Power,internet at Tata Power,Utilities
1716.21,1mg,consultation at 1mg,Healthcare
2142.1,Reliance Fresh,VEGETABLES AT RELIANCE FRESH,Groceries
1358.17,BookMyShow,concert at BookMyShow,Entertainment
956.78,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
796.14,BookMyShow,subscription at BookMyShow,Entertainment
643.56,amazon,home decor at Amazon,Shopping
3978.83,Barbeque Nation,dinner at Barbeque Nation,Dining
2663.41,Vedantu,subscription at Vedantu,Education
5029.76,Indian Oil,fuel refill at Indian Oil,Fuel
199.09,Flipkart,clothes at Flipkart,Shopping
1968.83,Flipkart,home decor at Flipkart,Shopping
4179.19,Spotify,movie at Spotify,Entertainment
299.93,BYJU'S,course fee at BYJU'S,Education
103.22,Amazon,electronics at Amazon,Shopping
2027.09,Indian Oil,diesel at Indian Oil,Fuel
1281.64,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
2766.12,Myntra,electronics at Myntra,Shopping
225.84,1mg,medicine at 1mg,Healthcare
2379.08,PractO,doctor visit at PractO,Healthcare
337.77,RedBus,cab fare at RedBus,Travel
268.07,PractO,doctor visit at PractO,Healthcare
269.17,Domino's,dinner at Domino's,Dining
2527.65,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
1641.32,Uber,bus ticket at Uber,Travel
1110.56,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
666.69,IRCTC,train ticket at IRCTC,Travel
3145.8,Big Bazaar,bread at Big Bazaar,Groceries
747.47,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
2544.12,Hotstar,subscription at Hotstar,Entertainment
867.41,Coursera,course fee at Coursera,Education
709.68,Vedantu,course fee at Vedantu,Education
931.74,Spotify,games at Spotify,Entertainment
537.97,Airtel,internet at Airtel,Utilities
2065.17,Big Bazaar,milk at Big Bazaar,Groceries
1047.9,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
396.36,Coursera,study material at Coursera,Education
3447.51,Google Pay,recharge at Google Pay,Others
726.5,Big Bazaar,monthly ration at Big Bazaar,Groceries
1176.42,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
3554.24,Swiggy,food delivery at Swiggy,Dining
1468.2,google pay,recharge at Google Pay,Others
186.47,netmeds,consultation at Netmeds,Healthcare
4215.93,Myntra,clothes at Myntra,Shopping
1482.12,Flipkart,home decor at Flipkart,Shopping
611.74,Amazon,HOME DECOR AT AMAZON,Shopping
224.97,PhonePe,transfer at PhonePe,Others
2370,Airtel,gas bill at Airtel,Utilities
1451.66,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1143.62,PhonePe,payment at PhonePe,Others
3364.95,PractO,consultation at PractO,Healthcare
2330.99,Ola,flight at Ola,Travel
246.74,PractO,health checkup at PractO,Healthcare
560.34,Spotify,subscription at Spotify,Entertainment
428.5,Ola,bus ticket at Ola,Travel
2043.55,Bharat Petroleum,FUEL REFILL AT BHARAT PETROLEUM,Fuel
51.16,BYJU'S,study material at BYJU'S,Education
1265.57,Big Bazaar,milk at Big Bazaar,Groceries
2156.12,Zomato,dinner at Zomato,Dining
3140.5,Indian Oil,fuel refill at Indian Oil,Fuel
628.01,Netmeds,consultation at Netmeds,Healthcare
2582.71,Domino's,dinner at Domino's,Dining
175.87,Amazon,footwear at Amazon,Shopping
2810.62,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
204.57,Flipkart,clothes at Flipkart,Shopping
759.47,1mg,medicine at 1mg,Healthcare
2394.01,IRCTC,flight at IRCTC,Travel
243.63,Swiggy,dinner at Swiggy,Dining
390.59,Hotstar,subscription at Hotstar,Entertainment
1921.56,Vedantu,course fee at Vedantu,Education
1909.64,RedBus,cab fare at RedBus,Travel
1537.27,Barbeque Nation,lunch at Barbeque Nation,Dining
1776,PractO,medicine at PractO,Healthcare
1173.7,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
435.13,airtel,gas bill at Airtel,Utilities
636.27,more supermarket,milk at More Supermarket,Groceries
300.6,Flipkart,footwear at Flipkart,Shopping
3586.31,Barbeque Nation,lunch at Barbeque Nation,Dining
1313.41,Uber,train ticket at Uber,Travel
768.37,BESCOM,gas bill at BESCOM,Utilities
929.86,Netflix,GAMES AT NETFLIX,Entertainment
4414.24,google pay,transfer at Google Pay,Others
249.7,Google Pay,payment at Google Pay,Others
1323.67,coursera,subscription at Coursera,Education
1057.49,Apollo Pharmacy,HEALTH CHECKUP AT APOLLO PHARMACY,Healthcare
1418.02,BYJU'S,study material at BYJU'S,Education
27.41,Tata Power,electricity bill at Tata Power,Utilities
3085.04,PractO,doctor visit at PractO,Healthcare
4034.98,Airtel,internet at Airtel,Utilities
1249.07,DMart,bread at DMart,Groceries
1789.31,Netmeds,consultation at Netmeds,Healthcare
3836.2,BESCOM,gas bill at BESCOM,Utilities
1842.6,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
248.27,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
1288.05,Big Bazaar,vegetables at Big Bazaar,Groceries
1399.83,Netflix,subscription at Netflix,Entertainment
827.81,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
2000.24,Airtel,mobile recharge at Airtel,Utilities
4085.52,Spotify,concert at Spotify,Entertainment
3896.81,Big Bazaar,monthly ration at Big Bazaar,Groceries
899.05,barbeque nation,food delivery at Barbeque Nation,Dining
180.27,Mahanagar Gas,internet at Mahanagar Gas,Utilities
6283.76,Amazon,FOOTWEAR AT AMAZON,Shopping
2738.58,redbus,cab fare at RedBus,Travel
199.72,Uber,train ticket at Uber,Travel
3804.46,Paytm,recharge at Paytm,Others
3059.14,bookmyshow,movie at BookMyShow,Entertainment
1097.33,BYJU'S,study material at BYJU'S,Education
1342.07,1mg,doctor visit at 1mg,Healthcare
763.75,Big Bazaar,vegetables at Big Bazaar,Groceries
84.48,Vedantu,subscription at Vedantu,Education
612.4,Swiggy,food delivery at Swiggy,Dining
2435.71,Zomato,lunch at Zomato,Dining
10,BYJU'S,subscription at BYJU'S,Education
608.57,Apollo Pharmacy,HEALTH CHECKUP AT APOLLO PHARMACY,Healthcare
761.67,Vedantu,subscription at Vedantu,Education
1156.32,Coursera,subscription at Coursera,Education
3785.89,amazon,footwear at Amazon,Shopping
637.77,1mg,doctor visit at 1mg,Healthcare
639.16,Indian Oil,petrol at Indian Oil,Fuel
2006.26,Netflix,concert at Netflix,Entertainment
902.82,1mg,health checkup at 1mg,Healthcare
381.57,Netmeds,doctor visit at Netmeds,Healthcare
903.42,Netmeds,doctor visit at Netmeds,Healthcare
227.73,DMart,milk at DMart,Groceries
291.08,Domino's,dinner at Domino's,Dining
1034.83,Amazon,clothes at Amazon,Shopping
814.31,Coursera,course fee at Coursera,Education
3694.94,spotify,concert at Spotify,Entertainment
675.05,Ajio,clothes at Ajio,Shopping
1303.35,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
1500.59,Ajio,home decor at Ajio,Shopping
19.77,Ajio,electronics at Ajio,Shopping
1633.9,Bharat Petroleum,DIESEL AT BHARAT PETROLEUM,Fuel
294.09,Ajio,footwear at Ajio,Shopping
4869,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
241.42,Domino's,food delivery at Domino's,Dining
803.25,ajio,clothes at Ajio,Shopping
133.82,Paytm,transfer at Paytm,Others
8652.12,Myntra,FOOTWEAR AT MYNTRA,Shopping
1046.32,Swiggy,lunch at Swiggy,Dining
1357.23,Myntra,home decor at Myntra,Shopping
104.15,Myntra,footwear at Myntra,Shopping
2079.2,Unacademy,course fee at Unacademy,Education
353.4,BYJU'S,subscription at BYJU'S,Education
3424.97,Myntra,electronics at Myntra,Shopping
344.38,Flipkart,clothes at Flipkart,Shopping
317.36,Indian Oil,petrol at Indian Oil,Fuel
55.85,PractO,MEDICINE AT PRACTO,Healthcare
958.18,apollo pharmacy,health checkup at Apollo Pharmacy,Healthcare
1248.07,Swiggy,lunch at Swiggy,Dining
101.95,Myntra,home decor at Myntra,Shopping
2241,Zomato,dinner at Zomato,Dining
905.75,BYJU'S,study material at BYJU'S,Education
1114.74,Paytm,payment at Paytm,Others
871.77,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
768.15,Hotstar,movie at Hotstar,Entertainment
1230.25,Ajio,electronics at Ajio,Shopping
253.05,Barbeque Nation,snack at Barbeque Nation,Dining
301.21,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
2968.42,Indian Oil,diesel at Indian Oil,Fuel
4381.37,Airtel,mobile recharge at Airtel,Utilities
700.95,Uber,flight at Uber,Travel
473.6,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
1549.23,Big Bazaar,milk at Big Bazaar,Groceries
788.23,Netflix,subscription at Netflix,Entertainment
38.57,PractO,doctor visit at PractO,Healthcare
254.68,BYJU'S,course fee at BYJU'S,Education
1888.02,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
1613.47,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
41.2,PractO,consultation at PractO,Healthcare
376.49,uber,CAB FARE AT UBER,Travel
394.14,BookMyShow,subscription at BookMyShow,Entertainment
1671.62,DMart,bread at DMart,Groceries
29.86,flipkart,home decor at Flipkart,Shopping
164.9,ola,cab fare at Ola,Travel
2413.53,Google Pay,payment at Google Pay,Others
295.02,Spotify,subscription at Spotify,Entertainment
1586.55,Swiggy,snack at Swiggy,Dining
408.07,PhonePe,transfer at PhonePe,Others
157.11,Coursera,subscription at Coursera,Education
417.93,Ajio,home decor at Ajio,Shopping
1921.64,Unacademy,course fee at Unacademy,Education
2903.75,Netmeds,consultation at Netmeds,Healthcare
2659.88,Mahanagar Gas,internet at Mahanagar Gas,Utilities
759.21,Airtel,internet at Airtel,Utilities
1654.32,BESCOM,gas bill at BESCOM,Utilities
344.09,Coursera,subscription at Coursera,Education
520.4,Unacademy,study material at Unacademy,Education
3399.9,Hotstar,movie at Hotstar,Entertainment
19.63,Indian Oil,petrol at Indian Oil,Fuel
134.08,Vedantu,subscription at Vedantu,Education
349.58,PhonePe,payment at PhonePe,Others
40.34,Ajio,footwear at Ajio,Shopping
300.3,Domino's,food delivery at Domino's,Dining
1312.15,Bharat Petroleum,DIESEL AT BHARAT PETROLEUM,Fuel
820.78,DMart,vegetables at DMart,Groceries
3347.79,Swiggy,food delivery at Swiggy,Dining
2551.04,Myntra,clothes at Myntra,Shopping
627.41,Spotify,movie at Spotify,Entertainment
450.49,Uber,flight at Uber,Travel
716.31,PhonePe,recharge at PhonePe,Others
1338.48,HP Petrol Pump,DIESEL AT HP PETROL PUMP,Fuel
468.09,Paytm,transfer at Paytm,Others
1467.84,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
789.95,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
1204.6,RedBus,train ticket at RedBus,Travel
859.39,1mg,HEALTH CHECKUP AT 1MG,Healthcare
523.2,Indian Oil,diesel at Indian Oil,Fuel
4447.9,PractO,medicine at PractO,Healthcare
2163.38,Ajio,footwear at Ajio,Shopping
226.43,amazon,footwear at Amazon,Shopping
3042.76,Airtel,gas bill at Airtel,Utilities
1002.48,Spotify,concert at Spotify,Entertainment
3374.31,Zomato,dinner at Zomato,Dining
2413.07,PhonePe,recharge at PhonePe,Others
830.63,Uber,bus ticket at Uber,Travel
34.09,Spotify,concert at Spotify,Entertainment
469.35,BookMyShow,concert at BookMyShow,Entertainment
1170.13,Myntra,home decor at Myntra,Shopping
1505.55,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
447.38,More Supermarket,vegetables at More Supermarket,Groceries
225.11,More Supermarket,vegetables at More Supermarket,Groceries
2702.08,Indian Oil,diesel at Indian Oil,Fuel
6240.94,Vedantu,study material at Vedantu,Education
1118.84,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
282.53,Barbeque Nation,snack at Barbeque Nation,Dining
476.81,PractO,HEALTH CHECKUP AT PRACTO,Healthcare
